summary_x,gameId,gameDate,away,home,awayOdds,homeOdds,date,status,details.seasonType,details.season,details.conferenceGame,details.divisionGame,teams.away.team,teams.away.conference,teams.home.team,teams.home.conference,teams.home.division,venue.name,venue.neutralSite,venue.city,venue.state,scoreboard.score.away,scoreboard.score.home,teams.away.division,scoreboard.score._id,venue.country,week,home_pregame_elo,home_postgame_elo,away_pregame_elo,away_postgame_elo,home_division,away_division,completed,home.offense.plays,home.offense.drives,home.offense.ppa,home.offense.totalPPA,home.offense.successRate,home.offense.explosiveness,home.offense.powerSuccess,home.offense.stuffRate,home.offense.lineYards,home.offense.lineYardsTotal,home.offense.secondLevelYards,home.offense.secondLevelYardsTotal,home.offense.openFieldYards,home.offense.openFieldYardsTotal,home.offense.standardDowns.ppa,home.offense.standardDowns.successRate,home.offense.standardDowns.explosiveness,home.offense.passingDowns.ppa,home.offense.passingDowns.successRate,home.offense.passingDowns.explosiveness,home.offense.rushingPlays.ppa,home.offense.rushingPlays.totalPPA,home.offense.rushingPlays.successRate,home.offense.rushingPlays.explosiveness,home.offense.passingPlays.ppa,home.offense.passingPlays.totalPPA,home.offense.passingPlays.successRate,home.offense.passingPlays.explosiveness,home.defense.plays,home.defense.drives,home.defense.ppa,home.defense.totalPPA,home.defense.successRate,home.defense.explosiveness,home.defense.powerSuccess,home.defense.stuffRate,home.defense.lineYards,home.defense.lineYardsTotal,home.defense.secondLevelYards,home.defense.secondLevelYardsTotal,home.defense.openFieldYards,home.defense.openFieldYardsTotal,home.defense.standardDowns.ppa,home.defense.standardDowns.successRate,home.defense.standardDowns.explosiveness,home.defense.passingDowns.ppa,home.defense.passingDowns.successRate,home.defense.passingDowns.explosiveness,home.defense.rushingPlays.ppa,home.defense.rushingPlays.totalPPA,home.defense.rushingPlays.successRate,home.defense.rushingPlays.explosiveness,home.defense.passingPlays.ppa,home.defense.passingPlays.totalPPA,home.defense.passingPlays.successRate,home.defense.passingPlays.explosiveness,away.offense.plays,away.offense.drives,away.offense.ppa,away.offense.totalPPA,away.offense.successRate,away.offense.explosiveness,away.offense.powerSuccess,away.offense.stuffRate,away.offense.lineYards,away.offense.lineYardsTotal,away.offense.secondLevelYards,away.offense.secondLevelYardsTotal,away.offense.openFieldYards,away.offense.openFieldYardsTotal,away.offense.standardDowns.ppa,away.offense.standardDowns.successRate,away.offense.standardDowns.explosiveness,away.offense.passingDowns.ppa,away.offense.passingDowns.successRate,away.offense.passingDowns.explosiveness,away.offense.rushingPlays.ppa,away.offense.rushingPlays.totalPPA,away.offense.rushingPlays.successRate,away.offense.rushingPlays.explosiveness,away.offense.passingPlays.ppa,away.offense.passingPlays.totalPPA,away.offense.passingPlays.successRate,away.offense.passingPlays.explosiveness,away.defense.plays,away.defense.drives,away.defense.ppa,away.defense.totalPPA,away.defense.successRate,away.defense.explosiveness,away.defense.powerSuccess,away.defense.stuffRate,away.defense.lineYards,away.defense.lineYardsTotal,away.defense.secondLevelYards,away.defense.secondLevelYardsTotal,away.defense.openFieldYards,away.defense.openFieldYardsTotal,away.defense.standardDowns.ppa,away.defense.standardDowns.successRate,away.defense.standardDowns.explosiveness,away.defense.passingDowns.ppa,away.defense.passingDowns.successRate,away.defense.passingDowns.explosiveness,away.defense.rushingPlays.ppa,away.defense.rushingPlays.totalPPA,away.defense.rushingPlays.successRate,away.defense.rushingPlays.explosiveness,away.defense.passingPlays.ppa,away.defense.passingPlays.totalPPA,away.defense.passingPlays.successRate,away.defense.passingPlays.explosiveness,away_cover
2020-Tulane @ Tulsa,244116,2020-11-20T00:30:00.000Z,4.5,-4.5,-110,-110,2020-11-15T19:35:49.530Z,final,regular,2020,TRUE,TRUE,Tulane,AAC,Tulsa,AAC,West,Chapman Stadium,FALSE,Tulsa,OK,24,30,West,,,12,,,,,,,,72.8,13.6,0.227655535,16.12741942,0.465723283,1.177361557,0.552857143,0.280113423,2.223637591,94.2,0.780682554,32,1.286240586,51.4,0.131120103,0.508112809,1.009766744,0.437797184,0.367047619,1.813418136,0.000846121,0.535149815,0.389014963,0.949676469,0.525440369,15.83279198,0.532057603,1.483774375,72.2,12.8,0.047195458,4.668314574,0.367112299,1.145746313,0.346428571,0.239407389,2.396758873,87.2,0.823224189,30,0.830697712,30.2,0.017592337,0.419663289,0.930016594,0.098372003,0.262953675,1.701401363,-0.050650284,-1.255111964,0.320136228,1.036448566,0.144614466,5.855749233,0.410049297,1.299658894,67.2,13,0.18201117,12.00512932,0.454221102,1.188159303,0.514285714,0.233672481,3.267705812,125,1.497559466,56.8,1.635909149,59.4,0.093437852,0.490012764,0.954593032,0.324329619,0.338152493,1.904882931,0.201985947,7.957062796,0.47453167,0.991416031,0.146422564,4.449730554,0.413418281,1.524970281,75,13.8,0.125772631,11.62664829,0.397038556,1.209712527,0.688333333,0.230922989,2.355969856,105.4,0.700020734,30.6,0.656455457,31.8,0.065300858,0.443323996,1.026985608,0.300527211,0.298862052,1.787702081,-0.0308671,0.479434082,0.372196172,0.838589686,0.38958618,11.1472142,0.428514091,1.700053223,FALSE
2020-Syracuse @ Louisville,247121,2020-11-21T00:00:00.000Z,16.5,-16.5,-110,-110,2020-11-15T19:35:50.177Z,final,regular,2020,TRUE,TRUE,Syracuse,ACC,Louisville,ACC,Atlantic,Cardinal Stadium,FALSE,Louisville,KY,0,30,Atlantic,,,12,,,,,,,,60.2,11.2,0.279386099,18.07716469,0.378055641,1.750828442,0.22,0.331141097,2.510717035,80.8,1.367515015,43.4,2.949593344,87.6,-0.003964025,0.388258971,1.326488172,0.715650824,0.364224664,2.503466288,0.235685271,8.122653559,0.360633076,1.862693003,0.355302111,10.30793317,0.389590361,1.789976685,68.4,11,0.206233081,12.09763845,0.426209303,1.328378664,0.657142857,0.247279373,3.035010367,122.8,1.527694046,61.6,1.595026582,64.6,0.088717577,0.482527271,0.929764198,0.366780976,0.299457557,2.500824402,0.171330922,6.594500653,0.432151781,1.158852645,0.330281207,5.503137801,0.444119817,1.565230629,56.4,12.4,0.001079429,-0.159932805,0.378274156,1.022950416,0.493333333,0.239388046,2.931198292,63.4,1.206489563,25.8,0.956959203,24.2,-0.093812436,0.447652784,0.758622636,0.133777196,0.244237075,1.787048914,-0.063702103,-1.717478036,0.463652751,0.649493231,0.042590069,1.557545232,0.336724064,1.320227138,81.6,12.8,0.257695634,20.76641634,0.469730207,1.162461377,0.798412698,0.140556069,3.082086854,147,1.079854045,50.8,1.370267242,67.4,0.173958033,0.512011217,0.947075192,0.482370052,0.332479871,2.130926718,0.2398509,11.24196307,0.472514133,1.040544166,0.306753574,9.524453275,0.460623974,1.393363487,FALSE
2020-Purdue @ Minnesota,249239,2020-11-21T00:30:00.000Z,0,0,-110,-110,2020-11-15T19:35:50.441Z,final,regular,2020,TRUE,TRUE,Purdue,Big Ten,Minnesota,Big Ten,West,TCF Bank Stadium,FALSE,Minneapolis,MN,31,34,West,,,12,,,,,,,,71,11.6,0.256021721,18.04276116,0.476576513,1.084351411,0.797619048,0.127580159,3.455939238,145.2,1.211841136,51.8,1.34964198,59.8,0.130975502,0.497625668,0.835876328,0.610299848,0.419117887,1.897795475,0.226804676,10.01413638,0.489247745,0.885316818,0.337094688,8.028624777,0.474837165,1.420664745,55.6,11,0.342946204,19.95133719,0.504871802,1.279326758,0.829523809,0.140563725,3.021806372,91.8,1.31,40.6,2.775539216,85.8,0.373814011,0.560939511,1.121353084,0.2784425,0.340201465,2.098303778,0.357239111,11.38356684,0.499828432,1.247605792,0.275397454,8.567770349,0.485552683,1.334325367,71.2,12.4,0.154983698,11.34943717,0.416735993,1.232651202,0.566666667,0.292287258,2.215483761,52.2,0.760611455,18.6,0.79106592,18.4,0.131201983,0.461482775,1.120107955,0.166252287,0.292703297,1.52305897,-0.177071187,-2.776012383,0.326861185,0.612441302,0.302179512,14.22434162,0.451166925,1.443551371,75,13.4,0.234286173,17.34722941,0.447925212,1.209258625,0.8,0.166606335,3.107922323,116.8,1.15199095,45.4,1.11953997,50.2,0.113610034,0.490781204,0.886405303,0.497106616,0.358421053,1.996274687,0.124814443,5.525954491,0.437164404,0.842278678,0.366795166,11.95069497,0.444996744,1.550931981,FALSE
2020-Massachusetts @ Florida Atlantic,250355,2020-11-21T01:00:00.000Z,28.5,-28.5,-110,-110,2020-11-15T19:35:50.690Z,final,regular,2020,FALSE,FALSE,Massachusetts,Independent,Florida Atlantic,Conference USA,East,FAU Stadium,FALSE,Boca Raton,FL,2,24,,,,12,,,,,,,,66.8,11.2,0.128488793,8.344716958,0.404729796,1.191256308,0.8,0.177643816,3.140786216,120,1.166889936,45.6,1.33117609,54.6,0.045382214,0.458171568,0.922425652,0.310814994,0.310286738,1.995224706,0.178246458,7.403332775,0.46038895,0.946072514,0.059633974,0.941384183,0.332863578,1.648134056,64.8,11,0.176258668,11.52620748,0.432787393,1.219803416,0.816666667,0.181162171,3.252312687,106.8,1.145990676,38.2,1.651954712,57,0.105727947,0.465255408,1.041588164,0.313630138,0.359181967,1.759763442,0.156713754,5.316074403,0.422883783,1.069086412,0.243886691,6.210133081,0.461910228,1.362687197,61.2,11.8,0.058317598,4.260865276,0.336523055,1.283090453,0.586666667,0.24634052,2.32250411,74.6,0.792438292,25.6,1.142067534,38.6,-0.044512931,0.373074948,1.075389492,0.217981048,0.261442919,1.851304788,-0.012051542,-0.117603276,0.329932876,1.074343005,0.137617878,4.422948152,0.341421821,1.494892962,68.2,12.4,0.480163199,32.62789258,0.536492328,1.388580948,0.77,0.147786143,3.81644376,153.2,1.705356243,68.8,3.21766539,129.8,0.421182077,0.578207701,1.182078146,0.649034952,0.418565002,2.17052528,0.503672734,20.27901931,0.546206293,1.315922663,0.467219366,12.34887327,0.533820028,1.516748603,TRUE
2020-New Mexico @ Air Force,247729,2020-11-21T02:30:00.000Z,10.5,-10.5,-110,-110,2020-11-15T19:35:50.931Z,final,regular,2020,TRUE,TRUE,New Mexico,Mountain West,Air Force,Mountain West,Mountain,Falcon Stadium,FALSE,Colorado Springs,CO,0,28,Mountain,,,12,,,,,,,,67,9.8,0.368017529,23.45970933,0.542669324,1.078603754,0.873901099,0.122992047,3.604286311,203.4,1.269879683,72.2,1.129529124,64,0.324613337,0.599744013,0.914826245,0.611362296,0.331204482,1.987938388,0.289490092,16.87508381,0.553470914,0.904434611,0.700577237,6.681901311,0.450289449,1.710951406,54.4,9.4,0.245646642,12.81198461,0.487694646,1.154498669,0.5,0.130868227,3.255522167,93.8,1.050831281,30.2,0.784940476,21.8,0.078147745,0.523027154,0.804733966,0.79409012,0.420483193,2.374502934,-0.121737836,2.380514273,0.427327586,0.768677344,0.36184687,10.25020829,0.469351841,1.445134655,71.2,12.6,0.156281752,10.77864559,0.439304622,1.138581641,0.71,0.142285714,3.465485714,143,1.317301587,54,1.322920635,53.6,0.19020735,0.516355971,1.023926874,0.050871624,0.224081796,1.830961183,0.23394368,9.500590543,0.522126984,0.905101159,0.009822641,1.096792999,0.303784916,1.630639772,67.2,12.8,0.359188419,23.00852212,0.465540277,1.356939445,0.8,0.2388849,2.958057511,97,0.970065651,32.2,0.352038386,12.2,0.179166057,0.500784314,0.967787123,1.008544606,0.400879238,2.779688082,0.095448409,4.009273243,0.466798297,0.737947092,0.872250937,18.88402694,0.486513455,2.177412048,FALSE
2020-East Carolina @ Temple,244112,2020-11-21T17:00:00.000Z,2,-2,-110,-110,2020-11-15T19:47:29.186Z,final,regular,2020,TRUE,TRUE,East Carolina,AAC,Temple,AAC,East,Lincoln Financial Field,FALSE,Philadelphia,PA,28,3,East,,,12,,,,,,,,73.8,12.2,0.127769985,9.578534347,0.392621355,1.204997369,0.655,0.152531526,2.880314323,105.2,0.912196499,33.2,0.973414267,32.2,0.079944971,0.42210028,1.066827104,0.220725215,0.336842491,1.518338617,0.089053959,3.082709864,0.402503294,0.896764516,0.161592831,6.495824483,0.377593678,1.596113603,66.6,12.4,0.378229681,25.18366087,0.485247954,1.396708572,0.925,0.159093855,3.284983445,137.6,1.283558008,52.4,1.360538037,51.8,0.281170844,0.529579715,1.076312694,0.528603485,0.356704546,2.487376251,0.23355639,9.783540915,0.498209828,0.979950774,0.775372749,15.40011995,0.503270468,2.399373978,81.2,13.6,0.281493089,22.65143735,0.45514741,1.387414289,0.6,0.258274833,2.310622265,80.8,1.028510589,36,0.693416988,25,0.152176759,0.471209116,1.060330837,0.529337356,0.422399463,2.09157958,-0.049309917,-1.239165283,0.362860068,0.98704113,0.560656491,24.46462045,0.507928976,1.734146243,73.2,13.8,0.366531348,26.95428388,0.495926766,1.376155882,0.761904762,0.15895921,3.165396642,107.4,1.288478611,43.6,2.117587025,77.8,0.327971968,0.545483368,1.206653493,0.456493799,0.370475254,1.968099817,0.251617541,9.268640999,0.473625339,1.083267708,0.467812115,18.24882149,0.490913413,1.64231885,TRUE
2020-Appalachian State @ Coastal Carolina,244150,2020-11-21T17:00:00.000Z,4.5,-4.5,-110,-110,2020-11-15T19:47:29.411Z,final,regular,2020,TRUE,TRUE,Appalachian State,Sun Belt,Coastal Carolina,Sun Belt,East,Brooks Stadium,FALSE,Conway,SC,23,34,East,,,12,,,,,,,,70.2,12,0.309308621,22.06434811,0.457711201,1.359775477,0.660555556,0.234197805,2.938297278,123.2,1.211139829,50,1.366630779,53.6,0.190190355,0.461466944,1.236078188,0.611603246,0.433625731,1.772889079,0.131610748,5.465540278,0.419764805,1.073363167,0.589582437,16.59880783,0.520746699,1.699413738,56.4,11.8,0.057718798,3.94680516,0.355892157,1.201058109,0.71,0.162364125,2.945150489,82.6,1.0791261,31.2,0.874085742,25.8,-0.035479034,0.416989062,1.006089012,0.235016407,0.250365364,1.777145479,0.069645317,2.335166466,0.374789345,0.98041667,0.005851423,1.611638694,0.324777831,1.408062719,70.2,11.8,0.120623716,8.492149426,0.420134056,1.167666129,0.463333333,0.231369493,2.730334422,120.6,1.145978223,50.4,1.534972523,65,0.009992115,0.462254746,0.914712564,0.344978145,0.314781145,1.958957125,0.072945138,3.625256427,0.41892528,1.043245233,0.182476316,4.976040946,0.412572224,1.393160196,65.2,12,0.075794135,4.883197319,0.359911652,1.341325773,0.746666667,0.201666667,2.841190476,83.8,1.152460318,34.2,1.308783069,40.2,-0.042921877,0.416256388,1.005597306,0.277947681,0.271397849,2.153924456,0.134790863,3.877109788,0.383544974,1.11789485,0.010092733,0.573185858,0.339166886,1.584327889,FALSE
2020-Arkansas State @ Texas State,244154,2020-11-21T20:00:00.000Z,-6,6,-110,-110,2020-11-15T20:32:52.913Z,final,regular,2020,TRUE,TRUE,Arkansas State,Sun Belt,Texas State,Sun Belt,West,Bobcat Stadium (TX),FALSE,San Marcos,TX,45,47,West,,,12,,,,,,,,64.8,12.4,0.107137416,6.566653925,0.380967206,1.265248712,0.67,0.256790219,2.854446761,83.4,1.297758902,37.8,1.455455169,45.4,0.107324919,0.460633872,1.156461658,0.102194854,0.224149184,1.747664922,0.161751772,5.297808279,0.415375375,1.055870055,0.036167018,1.268845647,0.348732367,1.381615,77.6,12.8,0.282482822,21.97045556,0.492459464,1.122149101,0.733333333,0.168917563,3.112824373,150,1.077298515,51.8,1.230490528,58.2,0.218503888,0.538341574,0.926444785,0.378302374,0.309880952,1.894745792,0.134603209,7.665177865,0.470947261,0.842722174,0.373695056,14.3052777,0.506898255,1.329162483,80.4,14,0.184034864,15.27320719,0.404401876,1.43538537,0.69,0.214561422,2.658014018,76.2,0.975369176,28.8,1.008514736,34,0.081620033,0.415440932,1.251527192,0.327027144,0.377972183,1.705186171,-0.066128246,-2.636524233,0.359027608,0.692957546,0.330663648,17.76300679,0.426960869,1.748693106,78.6,12.8,0.266104192,20.9533298,0.437163827,1.379207338,0.523174603,0.216666667,2.863422619,115.4,0.946071429,40.2,1.52297619,63.6,0.170044099,0.44957821,1.192257322,0.49026617,0.399527666,1.854773059,0.061486851,2.709204888,0.388035714,1.004126369,0.513470626,18.16068681,0.47502684,1.796477933,FALSE
2020-Georgia Southern @ Army,247126,2020-11-21T18:30:00.000Z,5,-5,-110,-110,2020-11-15T19:52:43.412Z,final,regular,2020,FALSE,FALSE,Georgia Southern,Sun Belt,Army,Independent,,Michie Stadium,FALSE,West Point,NY,27,28,East,,,12,,,,,,,,63.4,10.2,0.096375446,7.298629267,0.373838828,1.165952443,0.904761905,0.146912648,2.875716141,162.4,0.818521538,47.2,1.039347719,61,0.043062301,0.405426385,0.957428031,0.221469601,0.308044657,1.606449063,0.140680579,8.957032495,0.379848036,1.134029699,0.274896799,-1.57357033,0.49478022,1.514167629,52.6,10,0.155813421,10.44332956,0.442769038,0.948460974,0.683333333,0.192617594,2.883145146,92.8,1.226294595,37.2,1.818449252,61.2,0.153431549,0.504413176,0.94873293,0.194195829,0.313260073,0.761262494,0.146367732,4.946998164,0.431479125,1.014072486,0.104087456,5.867619187,0.434523809,1.046155752,64,13.2,0.13355915,8.675955463,0.418258102,1.03054033,0.586666667,0.159561839,3.102792125,155.2,1.048623885,52.8,1.800307203,93.8,0.165440479,0.503496354,0.958173434,-0.017338017,0.172081686,1.445302259,0.19685831,10.3919473,0.4230821,1.079763219,-0.045370873,-1.715991836,0.431219891,0.819856663,63.2,12.6,0.089924904,5.777323778,0.372648023,1.289221741,0.583333333,0.365577972,1.806611797,44.8,0.943273153,25.2,0.688124535,17,0.063573885,0.445751634,1.165471165,0.139539987,0.247333333,1.693971337,-0.035572178,-1.001858723,0.359221961,1.028099121,0.207664171,6.7791825,0.395284076,1.521906658,TRUE
2020-LSU @ Arkansas,248329,2020-11-21T17:00:00.000Z,2.5,-2.5,-110,-110,2020-11-15T20:02:09.809Z,final,regular,2020,TRUE,TRUE,LSU,SEC,Arkansas,SEC,West,Razorback Stadium,FALSE,Fayetteville,AR,27,24,West,,,12,,,,,,,,69.4,12.2,0.303764405,19.31775509,0.491426651,1.193784754,0.685,0.190706662,3.118420085,116,1.209084775,44.2,1.387224471,48.4,0.331847493,0.56748926,1.103139316,0.20989938,0.276491228,1.716033182,0.175576718,5.451585411,0.451011192,0.900849261,0.470141748,13.86616968,0.540896331,1.485196407,75,12.6,0.199087403,13.88909131,0.488867667,1.049878126,0.803174603,0.18180622,3.416137108,147.8,1.298039872,54.8,0.949461191,39,0.137998391,0.528623563,0.870216069,0.36738304,0.394536019,1.751222866,0.172776512,7.237053233,0.495110579,0.883441381,0.231875059,6.652038076,0.481209588,1.275276281,73.4,13,0.256209782,18.24746116,0.499970057,1.145825281,0.552857143,0.189248194,3.013413245,98.2,0.847378984,29,0.736928383,28.8,0.161591226,0.534028124,0.962557218,0.549943845,0.408095238,1.885959562,0.030744118,2.724481349,0.479091152,0.632098198,0.456635208,15.52297981,0.529251177,1.465140046,66,12.6,0.305739954,20.71066566,0.485228396,1.314071421,0.362857143,0.135568182,3.278443182,96,1.145,34.6,1.400719697,40,0.224068451,0.516356181,1.090922521,0.512963627,0.3855,2.145163377,0.206545899,5.847689876,0.471174242,0.97803817,0.383627348,14.86297578,0.468021978,1.600642485,TRUE
2020-Florida @ Vanderbilt,248331,2020-11-21T17:00:00.000Z,-30.5,30.5,-110,-110,2020-11-15T20:24:38.264Z,final,regular,2020,TRUE,TRUE,Florida,SEC,Vanderbilt,SEC,East,Vanderbilt Stadium,FALSE,Nashville,TN,38,17,East,,,12,,,,,,,,71.2,11,0.053725226,4.809172889,0.40704156,0.996048635,0.742222222,0.189848485,2.738030303,103.8,0.946363636,34.6,0.605959596,22.2,-0.012399104,0.442267025,0.877229312,0.223476489,0.344782609,1.387303748,0.062202807,2.618695581,0.415353535,0.819352193,0.058234641,2.658968076,0.390169324,1.30381076,58.2,11.6,0.331387212,19.2929449,0.493753011,1.222276476,0.666666667,0.219347594,2.81982139,82.8,1.475037433,45.8,3.614894831,113,0.33377919,0.578302954,1.087583259,0.294281381,0.249314574,2.045894479,0.30405772,8.573459886,0.518532977,1.205045116,0.370048091,10.71948501,0.486256216,1.256261934,75.2,11.8,0.351969784,26.30545732,0.526200608,1.202337574,0.892857143,0.155332315,3.287378958,117.6,1.090657839,38.2,0.494491979,15,0.297005562,0.561511617,1.089014523,0.564093162,0.432628603,1.679620503,0.144673154,4.888430805,0.47554834,0.826933065,0.533462831,21.41702651,0.564848485,1.509170993,71.6,11.6,0.239883701,18.80088825,0.429595185,1.374260697,0.675,0.167874815,2.892257062,102.6,1.237526405,42.2,1.593327405,49,0.146769609,0.466307149,1.187744953,0.417920767,0.334249084,1.94530944,0.230141868,8.784561681,0.471139663,1.12270683,0.239149445,10.01632657,0.396302575,1.679811403,FALSE
2020-Illinois @ Nebraska,249242,2020-11-21T17:00:00.000Z,14.5,-14.5,-110,-110,2020-11-15T20:02:10.490Z,final,regular,2020,TRUE,TRUE,Illinois,Big Ten,Nebraska,Big Ten,West,Memorial Stadium (NE),FALSE,Lincoln,NE,41,23,West,,,12,,,,,,,,67.2,11.8,0.168666838,9.833452103,0.456658079,1.170869625,0.805555556,0.196127285,3.132887329,111.4,1.425747005,50.6,1.941677637,66.8,0.104708167,0.519130482,0.972508004,0.311268099,0.294669791,1.868189441,0.246578095,8.543384808,0.514974386,1.026207612,0.099041468,1.667986707,0.38318391,1.491240556,73.8,11.2,0.282227224,20.26900539,0.498928033,1.102026589,0.680555556,0.171517335,3.173079552,136.4,1.205870598,51.2,1.335092547,55.8,0.205693793,0.509515189,0.961182294,0.479946355,0.434076416,1.634301856,0.197370001,9.227850634,0.457003549,1.008236536,0.422783002,11.34429823,0.533547529,1.329340517,65,11.8,0.093937244,6.807419355,0.361958942,1.301671579,0.577777778,0.177339466,2.910585678,108.8,1.251053391,46.4,1.840638528,66,0.069767393,0.408959973,1.1706831,0.121033533,0.265217195,1.601173182,0.154962527,6.114460051,0.388858225,1.267736648,0.021110404,1.229132849,0.309065934,1.469347902,69.8,11.8,0.296438753,20.86411414,0.494624395,1.153778067,0.75,0.220736498,2.980736336,118,1.193380254,47.2,1.624756788,64.2,0.23903851,0.541855615,1.012652367,0.451849346,0.361720969,1.754649693,0.150323943,6.020732629,0.465342917,0.864089477,0.509626187,14.84338151,0.523273393,1.546626681,TRUE
2020-Indiana @ Ohio State,249244,2020-11-21T17:00:00.000Z,19.5,-19.5,-110,-110,2020-11-15T19:52:42.653Z,final,regular,2020,TRUE,TRUE,Indiana,Big Ten,Ohio State,Big Ten,East,Ohio Stadium,FALSE,Columbus,OH,35,42,East,,,12,,,,,,,,68.2,11.6,0.407024565,28.01782013,0.511255705,1.369938822,0.688888889,0.196675113,3.053170556,117.6,1.224999472,47.2,1.865935311,68.8,0.324908587,0.559677073,1.082707812,0.682630134,0.401588778,2.385934802,0.240365014,9.399785851,0.442291909,1.088945425,0.639400669,18.61803428,0.605651399,1.636390491,67.6,11.8,0.325736193,22.23352476,0.505661058,1.184784863,0.77,0.216227715,2.41898166,71.6,0.939533119,27.4,1.233806265,36.8,0.276784513,0.563313399,1.037318529,0.385228987,0.347680653,1.588103077,0.069153755,2.989516627,0.447026486,0.820632414,0.474392721,19.24400814,0.530129179,1.34443021,70.2,13,0.094123609,7.194380665,0.385107982,1.125857209,0.81,0.172783789,2.253226097,72.4,0.711053159,22.8,0.395545067,12.6,0.007277733,0.424330369,0.897511979,0.254356063,0.313469017,1.684870988,0.012122499,0.334452696,0.383187972,0.849530769,0.177054344,6.85992797,0.400059379,1.344825431,64.6,13,0.057289521,4.333936989,0.369292902,1.268996746,0.6,0.184245116,2.872043785,90.8,0.992169531,30.4,1.064912423,30.2,0.001934624,0.420847178,1.031623355,0.194256265,0.294505494,2.202317133,0.030785589,2.140881331,0.325378314,1.054222066,0.055058376,2.193055657,0.389877289,1.358853853,TRUE
2020-Stephen F. Austin @ Memphis,249344,2020-11-21T17:00:00.000Z,28.5,-28.5,-110,-110,2020-11-15T20:32:50.902Z,final,regular,2020,FALSE,FALSE,Stephen F. Austin,Southland,Memphis,AAC,West,Liberty Bowl Memorial Stadium,FALSE,Memphis,TN,14,56,,,,12,,,,,,,,78.4,13,0.256760433,21.51070698,0.432781593,1.445988076,0.66,0.212683291,2.630584612,98.2,1.077361466,43.4,1.507107843,59,0.086749949,0.437425531,1.201745997,0.571896231,0.416414561,1.969420151,0.026332352,2.025618792,0.414624893,0.871886187,0.475127858,19.48508819,0.450148358,1.920923333,79.6,12.6,0.343692091,26.73564333,0.469776596,1.461607864,0.735555556,0.162910007,3.025284924,102.6,1.144291125,38.6,1.189123377,40.6,0.153853311,0.460815851,1.125832911,0.797670081,0.490107878,2.146221695,0.164660436,6.371034864,0.436894356,1.068152759,0.472373978,20.36460847,0.502218823,1.688699267,58.25,11,0.09462947,4.7733171,0.362412949,1.28638514,0.666666667,0.245016521,2.188907735,58.25,0.622613319,16.75,0.675672287,18,-0.10396639,0.389529205,0.949794688,0.419839582,0.322678572,1.971276886,-0.061656434,-2.408462476,0.344381937,0.814272274,0.245402421,7.248591024,0.378896104,1.715418302,71,11.5,0.322777875,22.78326591,0.460003327,1.396295215,0.91875,0.150726106,3.310792807,126,1.245938872,46.5,1.904204661,70.25,0.136528666,0.465993952,1.026662273,0.79375584,0.442825815,2.293598074,0.296703646,11.14866889,0.465028707,1.21940777,0.355831134,11.63459702,0.456870664,1.599402585,FALSE
2020-Rice @ North Texas,244084,2020-11-21T19:00:00.000Z,2,-2,-110,-110,2020-11-15T19:52:45.766Z,final,regular,2020,TRUE,TRUE,Rice,Conference USA,North Texas,Conference USA,West,Apogee Stadium,FALSE,Denton,TX,17,27,West,,,12,,,,,,,,80.8,13.6,0.367958023,29.96476147,0.51346605,1.317246411,0.635714286,0.114084639,3.492166706,150.6,1.120515782,49.8,1.780009352,80.6,0.238854728,0.543435821,1.041116925,0.685202321,0.441541353,2.213131217,0.241536157,11.93630069,0.512680851,0.989299321,0.49050959,18.02846078,0.504689876,1.674786013,78.6,13.6,0.328279194,25.67529971,0.469559364,1.35065311,0.658333333,0.164554181,3.328594557,138.8,1.255065809,53.8,2.003503216,85.8,0.30560513,0.526854641,1.139521907,0.367386503,0.332619048,2.150088133,0.227729286,10.26264215,0.486105888,1.061457281,0.445708933,15.41265756,0.468591241,1.689883443,67.4,11.8,0.219261713,14.35523112,0.425894218,1.260078951,0.797619048,0.168501045,2.958854435,119,0.877666298,34.4,1.158528293,43.2,0.113711938,0.447859607,1.016583582,0.4720267,0.361719064,2.091423452,0.111607724,3.573380251,0.366846,1.100619666,0.437672968,10.92020454,0.516293713,1.501461542,60.4,11.4,0.100536812,6.750981826,0.39142954,1.230136455,0.636666667,0.262578258,2.385637716,67.8,0.781545105,21.6,0.753244226,20.2,-0.007626703,0.429001531,1.039101959,0.346547359,0.338238891,1.720370191,-0.00354968,-0.323812677,0.342456856,1.000678399,0.207991964,6.992331201,0.437633268,1.413443173,FALSE
